file,book,conference,DO,TY,TI,T2,SP,EP,PY,JO,IS,SN,VO,VL,JA,Y1,PB,UR,AU,KW,AB
TVCG-2020-1.ris,TVCG,Vis,10.1109/TVCG.2019.2934783,JOUR,ShapeWordle: Tailoring Wordles using Shape-aware Archimedean Spirals,IEEE Transactions on Visualization and Computer Graphics,991,1000,2020,IEEE Transactions on Visualization and Computer Graphics,1,['2160-9306'],26,26,IEEE Transactions on Visualization and Computer Graphics,Jan. 2020,,https://doi.org/10.1109/TVCG.2019.2934783,"['Wang, Y.', 'Chu, X.', 'Zhang, K.', 'Bao, C.', 'Li, X.', 'Zhang, J.', 'Fu, C.', 'Hurter, C.', 'Deussen, O.', 'Lee, B.']","[""Shape"", ""Layout"", ""Spirals"", ""Tag clouds"", ""Image color analysis"", ""Tools"", ""Semantics"", ""Wordle"", ""Archimedean spiral"", ""shape""]","We present a new technique to enable the creation of shape-bounded Wordles, we call ShapeWordle, in which we fit words to form a given shape. To guide word placement within a shape, we extend the traditional Archimedean spirals to be shape-aware by formulating the spirals in a differential form using the distance field of the shape. To handle non-convex shapes, we introduce a multi-centric Wordle layout method that segments the shape into parts for our shape-aware spirals to adaptively fill the space and generate word placements. In addition, we offer a set of editing interactions to facilitate the creation of semantically-meaningful Wordles. Lastly, we present three evaluations: a comprehensive comparison of our results against the state-of-the-art technique (WordArt), case studies with 14 users, and a gallery to showcase the coverage of our technique."
TVCG-2020-1.ris,TVCG,Vis,10.1109/TVCG.2019.2934654,JOUR,Semantic Concept Spaces: Guided Topic Model Refinement using Word-Embedding Projections,IEEE Transactions on Visualization and Computer Graphics,1001,1011,2020,IEEE Transactions on Visualization and Computer Graphics,1,['2160-9306'],26,26,IEEE Transactions on Visualization and Computer Graphics,Jan. 2020,,https://doi.org/10.1109/TVCG.2019.2934654,"['El-Assady, M.', 'Kehlbeck, R.', 'Collins, C.', 'Keim, D.', 'Deussen, O.']","[""Semantics"", ""Analytical models"", ""Computational modeling"", ""Visual analytics"", ""Machine learning"", ""Task analysis"", ""Topic Model Optimization"", ""Word Embedding"", ""Mixed-Initiative Refinement"", ""Guided Visual Analytics"", ""Semantic Mapping""]","We present a framework that allows users to incorporate the semantics of their domain knowledge for topic model refinement while remaining model-agnostic. Our approach enables users to (1) understand the semantic space of the model, (2) identify regions of potential conflicts and problems, and (3) readjust the semantic relation of concepts based on their understanding, directly influencing the topic modeling. These tasks are supported by an interactive visual analytics workspace that uses word-embedding projections to define concept regions which can then be refined. The user-refined concepts are independent of a particular document collection and can be transferred to related corpora. All user interactions within the concept space directly affect the semantic relations of the underlying vector space model, which, in turn, change the topic modeling. In addition to direct manipulation, our system guides the users' decision-making process through recommended interactions that point out potential improvements. This targeted refinement aims at minimizing the feedback required for an efficient human-in-the-loop process. We confirm the improvements achieved through our approach in two user studies that show topic model quality improvements through our visual knowledge externalization and learning process."
TVCG-2020-1.ris,TVCG,Vis,10.1109/TVCG.2019.2934786,JOUR,The Perceptual Proxies of Visual Comparison,IEEE Transactions on Visualization and Computer Graphics,1012,1021,2020,IEEE Transactions on Visualization and Computer Graphics,1,['2160-9306'],26,26,IEEE Transactions on Visualization and Computer Graphics,Jan. 2020,,https://doi.org/10.1109/TVCG.2019.2934786,"['Jardine, N.', 'Ondov, B. D.', 'Elmqvist, N.', 'Franconeri, S.']","[""Visualization"", ""Task analysis"", ""Bars"", ""Correlation"", ""Data visualization"", ""Visual systems"", ""Animation"", ""Graphical perception"", ""visual perception"", ""visual comparison"", ""crowdsourced evaluation""]","Perceptual tasks in visualizations often involve comparisons. Of two sets of values depicted in two charts, which set had values that were the highest overall? Which had the widest range? Prior empirical work found that the performance on different visual comparison tasks (e.g., ""biggest delta@, ""biggest correlation@) varied widely across different combinations of marks and spatial arrangements. In this paper, we expand upon these combinations in an empirical evaluation of two new comparison tasks: the ""biggest mean@ and ""biggest range@ between two sets of values. We used a staircase procedure to titrate the difficulty of the data comparison to assess which arrangements produced the most precise comparisons for each task. We find visual comparisons of biggest mean and biggest range are supported by some chart arrangements more than others, and that this pattern is substantially different from the pattern for other tasks. To synthesize these dissonant findings, we argue that we must understand which features of a visualization are actually used by the human visual system to solve a given task. We call these perceptual proxies. For example, when comparing the means of two bar charts, the visual system might use a ""Mean length@ proxy that isolates the actual lengths of the bars and then constructs a true average across these lengths. Alternatively, it might use a ""Hull Area@ proxy that perceives an implied hull bounded by the bars of each chart and then compares the areas of these hulls. We propose a series of potential proxies across different tasks, marks, and spatial arrangements. Simple models of these proxies can be empirically evaluated for their explanatory power by matching their performance to human performance across these marks, arrangements, and tasks. We use this process to highlight candidates for perceptual proxies that might scale more broadly to explain performance in visual comparison."
TVCG-2020-1.ris,TVCG,Vis,10.1109/TVCG.2019.2934535,JOUR,BarcodeTree: Scalable Comparison of Multiple Hierarchies,IEEE Transactions on Visualization and Computer Graphics,1022,1032,2020,IEEE Transactions on Visualization and Computer Graphics,1,['2160-9306'],26,26,IEEE Transactions on Visualization and Computer Graphics,Jan. 2020,,https://doi.org/10.1109/TVCG.2019.2934535,"['Li, G.', 'Zhang, Y.', 'Dong, Y.', 'Liang, J.', 'Zhang, J.', 'Wang, J.', 'Mcguffin, M. J.', 'Yuan, X.']","[""Vegetation"", ""Visualization"", ""Encoding"", ""Task analysis"", ""Data visualization"", ""Layout"", ""Libraries"", ""tree visualization"", ""comparison"", ""multiple trees""]","We propose BarcodeTree (BCT), a novel visualization technique for comparing topological structures and node attribute values of multiple trees. BCT can provide an overview of one hundred shallow and stable trees simultaneously, without aggregating individual nodes. Each BCT is shown within a single row using a style similar to a barcode, allowing trees to be stacked vertically with matching nodes aligned horizontally to ease comparison and maintain space efficiency. We design several visual cues and interactive techniques to help users understand the topological structure and compare trees. In an experiment comparing two variants of BCT with icicle plots, the results suggest that BCTs make it easier to visually compare trees by reducing the vertical distance between different trees. We also present two case studies involving a dataset of hundreds of trees to demonstrate BCT's utility."
TVCG-2020-1.ris,TVCG,Vis,10.1109/TVCG.2019.2934784,JOUR,A Comparison of Radial and Linear Charts for Visualizing Daily Patterns,IEEE Transactions on Visualization and Computer Graphics,1033,1042,2020,IEEE Transactions on Visualization and Computer Graphics,1,['2160-9306'],26,26,IEEE Transactions on Visualization and Computer Graphics,Jan. 2020,,https://doi.org/10.1109/TVCG.2019.2934784,"['Waldner, M.', 'Diehl, A.', 'Gra@anin, D.', 'Splechtna, R.', 'Delrieux, C.', 'Matkovic, K.']","[""Bars"", ""Data visualization"", ""Layout"", ""Clocks"", ""Task analysis"", ""Time series analysis"", ""Encoding"", ""Radial charts"", ""time series series data"", ""daily patterns"", ""crowd-sourced experiment""]","Radial charts are generally considered less effective than linear charts. Perhaps the only exception is in visualizing periodical time-dependent data, which is believed to be naturally supported by the radial layout. It has been demonstrated that the drawbacks of radial charts outweigh the benefits of this natural mapping. Visualization of daily patterns, as a special case, has not been systematically evaluated using radial charts. In contrast to yearly or weekly recurrent trends, the analysis of daily patterns on a radial chart may benefit from our trained skill on reading radial clocks that are ubiquitous in our culture. In a crowd-sourced experiment with 92 non-expert users, we evaluated the accuracy, efficiency, and subjective ratings of radial and linear charts for visualizing daily traffic accident patterns. We systematically compared juxtaposed 12-hours variants and single 24-hours variants for both layouts in four low-level tasks and one high-level interpretation task. Our results show that over all tasks, the most elementary 24-hours linear bar chart is most accurate and efficient and is also preferred by the users. This provides strong evidence for the use of linear layouts @ even for visualizing periodical daily patterns."
TVCG-2020-1.ris,TVCG,Vis,10.1109/TVCG.2019.2934540,JOUR,Separating the Wheat from the Chaff: Comparative Visual Cues for Transparent Diagnostics of Competing Models,IEEE Transactions on Visualization and Computer Graphics,1043,1053,2020,IEEE Transactions on Visualization and Computer Graphics,1,['2160-9306'],26,26,IEEE Transactions on Visualization and Computer Graphics,Jan. 2020,,https://doi.org/10.1109/TVCG.2019.2934540,"['Dasgupta, A.', 'Wang, H.', ""O'Brien, N."", 'Burrows, S.']","[""Measurement"", ""Visualization"", ""Analytical models"", ""Task analysis"", ""Meteorology"", ""Data models"", ""Complexity theory"", ""Visual comparison"", ""Visual cues"", ""Model evaluation"", ""Transparency"", ""Simulation""]","Experts in data and physical sciences have to regularly grapple with the problem of competing models. Be it analytical or physics-based models, a cross-cutting challenge for experts is to reliably diagnose which model outcomes appropriately predict or simulate real-world phenomena. Expert judgment involves reconciling information across many, and often, conflicting criteria that describe the quality of model outcomes. In this paper, through a design study with climate scientists, we develop a deeper understanding of the problem and solution space of model diagnostics, resulting in the following contributions: i) a problem and task characterization using which we map experts' model diagnostics goals to multi-way visual comparison tasks, ii) a design space of comparative visual cues for letting experts quickly understand the degree of disagreement among competing models and gauge the degree of stability of model outputs with respect to alternative criteria, and iii) design and evaluation of MyriadCues, an interactive visualization interface for exploring alternative hypotheses and insights about good and bad models by leveraging comparative visual cues. We present case studies and subjective feedback by experts, which validate how MyriadCues enables more transparent model diagnostic mechanisms, as compared to the state of the art."
TVCG-2020-1.ris,TVCG,Vis,10.1109/TVCG.2019.2934289,JOUR,STBins: Visual Tracking and Comparison of Multiple Data Sequences Using Temporal Binning,IEEE Transactions on Visualization and Computer Graphics,1054,1063,2020,IEEE Transactions on Visualization and Computer Graphics,1,['2160-9306'],26,26,IEEE Transactions on Visualization and Computer Graphics,Jan. 2020,,https://doi.org/10.1109/TVCG.2019.2934289,"['Qi, J.', 'Bloemen, V.', 'Wang, S.', 'van Wijk, J.', 'van de Wetering, H.']","[""Visualization"", ""Data visualization"", ""Task analysis"", ""Message systems"", ""Mathematics"", ""Computer science"", ""Image color analysis"", ""Visualization"", ""time series data"", ""data sequence""]","While analyzing multiple data sequences, the following questions typically arise: how does a single sequence change over time, how do multiple sequences compare within a period, and how does such comparison change over time. This paper presents a visual technique named STBins to answer these questions. STBins is designed for visual tracking of individual data sequences and also for comparison of sequences. The latter is done by showing the similarity of sequences within temporal windows. A perception study is conducted to examine the readability of alternative visual designs based on sequence tracking and comparison tasks. Also, two case studies based on real-world datasets are presented in detail to demonstrate usage of our technique."
TVCG-2020-1.ris,TVCG,Vis,10.1109/TVCG.2019.2934629,JOUR,explAIner: A Visual Analytics Framework for Interactive and Explainable Machine Learning,IEEE Transactions on Visualization and Computer Graphics,1064,1074,2020,IEEE Transactions on Visualization and Computer Graphics,1,['2160-9306'],26,26,IEEE Transactions on Visualization and Computer Graphics,Jan. 2020,,https://doi.org/10.1109/TVCG.2019.2934629,"['Spinner, T.', 'Schlegel, U.', 'Schafer, H.', 'El-Assady, M.']","[""Data models"", ""Analytical models"", ""Computational modeling"", ""Pipelines"", ""Machine learning"", ""Monitoring"", ""Explainable AI"", ""Interactive Machine Learning"", ""Deep Learning"", ""Visual Analytics"", ""Interpretability"", ""Explainability""]","We propose a framework for interactive and explainable machine learning that enables users to (1) understand machine learning models; (2) diagnose model limitations using different explainable AI methods; as well as (3) refine and optimize the models. Our framework combines an iterative XAI pipeline with eight global monitoring and steering mechanisms, including quality monitoring, provenance tracking, model comparison, and trust building. To operationalize the framework, we present explAIner, a visual analytics system for interactive and explainable machine learning that instantiates all phases of the suggested pipeline within the commonly used TensorBoard environment. We performed a user-study with nine participants across different expertise levels to examine their perception of our workflow and to collect suggestions to fill the gap between our system and framework. The evaluation confirms that our tightly integrated system leads to an informed machine learning process while disclosing opportunities for further extensions."
TVCG-2020-1.ris,TVCG,Vis,10.1109/TVCG.2019.2934631,JOUR,Explaining Vulnerabilities to Adversarial Machine Learning through Visual Analytics,IEEE Transactions on Visualization and Computer Graphics,1075,1085,2020,IEEE Transactions on Visualization and Computer Graphics,1,['2160-9306'],26,26,IEEE Transactions on Visualization and Computer Graphics,Jan. 2020,,https://doi.org/10.1109/TVCG.2019.2934631,"['Ma, Y.', 'Xie, T.', 'Li, J.', 'Maciejewski, R.']","[""Analytical models"", ""Machine learning"", ""Visual analytics"", ""Training"", ""Predictive models"", ""Adversarial machine learning"", ""data poisoning"", ""visual analytics""]","Machine learning models are currently being deployed in a variety of real-world applications where model predictions are used to make decisions about healthcare, bank loans, and numerous other critical tasks. As the deployment of artificial intelligence technologies becomes ubiquitous, it is unsurprising that adversaries have begun developing methods to manipulate machine learning models to their advantage. While the visual analytics community has developed methods for opening the black box of machine learning models, little work has focused on helping the user understand their model vulnerabilities in the context of adversarial attacks. In this paper, we present a visual analytics framework for explaining and exploring model vulnerabilities to adversarial attacks. Our framework employs a multi-faceted visualization scheme designed to support the analysis of data poisoning attacks from the perspective of models, data instances, features, and local structures. We demonstrate our framework through two case studies on binary classifiers and illustrate model vulnerabilities with respect to varying attack strategies."
TVCG-2020-1.ris,TVCG,Vis,10.1109/TVCG.2019.2934262,JOUR,FairSight: Visual Analytics for Fairness in Decision Making,IEEE Transactions on Visualization and Computer Graphics,1086,1095,2020,IEEE Transactions on Visualization and Computer Graphics,1,['2160-9306'],26,26,IEEE Transactions on Visualization and Computer Graphics,Jan. 2020,,https://doi.org/10.1109/TVCG.2019.2934262,"['Ahn, Y.', 'Lin, Y.']","[""Decision making"", ""Machine learning"", ""Tools"", ""Pipelines"", ""Visual analytics"", ""Machine learning algorithms"", ""Task analysis"", ""Fairness in Machine Learning"", ""Visual Analytic""]","Data-driven decision making related to individuals has become increasingly pervasive, but the issue concerning the potential discrimination has been raised by recent studies. In response, researchers have made efforts to propose and implement fairness measures and algorithms, but those efforts have not been translated to the real-world practice of data-driven decision making. As such, there is still an urgent need to create a viable tool to facilitate fair decision making. We propose FairSight, a visual analytic system to address this need; it is designed to achieve different notions of fairness in ranking decisions through identifying the required actions @ understanding, measuring, diagnosing and mitigating biases @ that together lead to fairer decision making. Through a case study and user study, we demonstrate that the proposed visual analytic and diagnostic modules in the system are effective in understanding the fairness-aware decision pipeline and obtaining more fair outcomes."
TVCG-2020-1.ris,TVCG,Vis,10.1109/TVCG.2019.2934659,JOUR,Summit: Scaling Deep Learning Interpretability by Visualizing Activation and Attribution Summarizations,IEEE Transactions on Visualization and Computer Graphics,1096,1106,2020,IEEE Transactions on Visualization and Computer Graphics,1,['2160-9306'],26,26,IEEE Transactions on Visualization and Computer Graphics,Jan. 2020,,https://doi.org/10.1109/TVCG.2019.2934659,"['Hohman, F.', 'Park, H.', 'Robinson, C.', 'Chau, D. H. Polo']","[""Neurons"", ""Biological neural networks"", ""Feature extraction"", ""Data visualization"", ""Computational modeling"", ""Predictive models"", ""Visualization"", ""Deep learning interpretability"", ""visual analytics"", ""scalable summarization"", ""attribution graph""]","Deep learning is increasingly used in decision-making tasks. However, understanding how neural networks produce final predictions remains a fundamental challenge. Existing work on interpreting neural network predictions for images often focuses on explaining predictions for single images or neurons. As predictions are often computed from millions of weights that are optimized over millions of images, such explanations can easily miss a bigger picture. We present Summit, an interactive system that scalably and systematically summarizes and visualizes what features a deep learning model has learned and how those features interact to make predictions. Summit introduces two new scalable summarization techniques: (1) activation aggregation discovers important neurons, and (2) neuron-influence aggregation identifies relationships among such neurons. Summit combines these techniques to create the novel attribution graph that reveals and summarizes crucial neuron associations and substructures that contribute to a model's outcomes. Summit scales to large data, such as the ImageNet dataset with 1.2M images, and leverages neural network feature visualization and dataset examples to help users distill large, complex neural network models into compact, interactive visualizations. We present neural network exploration scenarios where Summit helps us discover multiple surprising insights into a prevalent, large-scale image classifier's learned representations and informs future neural network architecture design. The Summit visualization runs in modern web browsers and is open-sourced."
TVCG-2020-1.ris,TVCG,Vis,10.1109/TVCG.2019.2934613,JOUR,CloudDet: Interactive Visual Analysis of Anomalous Performances in Cloud Computing Systems,IEEE Transactions on Visualization and Computer Graphics,1107,1117,2020,IEEE Transactions on Visualization and Computer Graphics,1,['2160-9306'],26,26,IEEE Transactions on Visualization and Computer Graphics,Jan. 2020,,https://doi.org/10.1109/TVCG.2019.2934613,"['Xu, K.', 'Wang, Y.', 'Yang, L.', 'Wang, Y.', 'Qiao, B.', 'Qin, S.', 'Xu, Y.', 'Zhang, H.', 'Qu, H.']","[""Cloud computing"", ""Data visualization"", ""Anomaly detection"", ""Measurement"", ""Time series analysis"", ""Visualization"", ""Principal component analysis"", ""Cloud computing"", ""anomaly detection"", ""multidimensional data"", ""performance visualization"", ""visual analytics""]","Detecting and analyzing potential anomalous performances in cloud computing systems is essential for avoiding losses to customers and ensuring the efficient operation of the systems. To this end, a variety of automated techniques have been developed to identify anomalies in cloud computing. These techniques are usually adopted to track the performance metrics of the system (e.g., CPU, memory, and disk I/O), represented by a multivariate time series. However, given the complex characteristics of cloud computing data, the effectiveness of these automated methods is affected. Thus, substantial human judgment on the automated analysis results is required for anomaly interpretation. In this paper, we present a unified visual analytics system named CloudDet to interactively detect, inspect, and diagnose anomalies in cloud computing systems. A novel unsupervised anomaly detection algorithm is developed to identify anomalies based on the specific temporal patterns of the given metrics data (e.g., the periodic pattern). Rich visualization and interaction designs are used to help understand the anomalies in the spatial and temporal context. We demonstrate the effectiveness of CloudDet through a quantitative evaluation, two case studies with real-world data, and interviews with domain experts."
TVCG-2020-1.ris,TVCG,Vis,10.1109/TVCG.2019.2934285,JOUR,Visualizing a Moving Target: A Design Study on Task Parallel Programs in the Presence of Evolving Data and Concerns,IEEE Transactions on Visualization and Computer Graphics,1118,1128,2020,IEEE Transactions on Visualization and Computer Graphics,1,['2160-9306'],26,26,IEEE Transactions on Visualization and Computer Graphics,Jan. 2020,,https://doi.org/10.1109/TVCG.2019.2934285,"['Williams, K.', 'Bigelow, A.', 'Isaacs, K.']","[""Task analysis"", ""Data visualization"", ""Computational modeling"", ""Runtime"", ""Tools"", ""Parallel processing"", ""Data collection"", ""design studies"", ""software visualization"", ""parallel computing"", ""graph visualization""]","Common pitfalls in visualization projects include lack of data availability and the domain users' needs and focus changing too rapidly for the design process to complete. While it is often prudent to avoid such projects, we argue it can be beneficial to engage them in some cases as the visualization process can help refine data collection, solving a ""chicken and egg@ problem of having the data and tools to analyze it. We found this to be the case in the domain of task parallel computing where such data and tooling is an open area of research. Despite these hurdles, we conducted a design study. Through a tightly-coupled iterative design process, we built Atria, a multi-view execution graph visualization to support performance analysis. Atria simplifies the initial representation of the execution graph by aggregating nodes as related to their line of code. We deployed Atria on multiple platforms, some requiring design alteration. We describe how we adapted the design study methodology to the ""moving target@ of both the data and the domain experts' concerns and how this movement kept both the visualization and programming project healthy. We reflect on our process and discuss what factors allow the project to be successful in the presence of changing data and user needs."
TVCG-2020-1.ris,TVCG,Vis,10.1109/TVCG.2019.2934669,JOUR,Exploranative Code Quality Documents,IEEE Transactions on Visualization and Computer Graphics,1129,1139,2020,IEEE Transactions on Visualization and Computer Graphics,1,['2160-9306'],26,26,IEEE Transactions on Visualization and Computer Graphics,Jan. 2020,,https://doi.org/10.1109/TVCG.2019.2934669,"['Mumtaz, H.', 'Latif, S.', 'Beck, F.', 'Weiskopf, D.']","[""Data visualization"", ""Visual analytics"", ""Software"", ""Software metrics"", ""Software engineering"", ""Code quality"", ""interactive documents"", ""natural language generation"", ""sparklines""]","Good code quality is a prerequisite for efficiently developing maintainable software. In this paper, we present a novel approach to generate exploranative (explanatory and exploratory) data-driven documents that report code quality in an interactive, exploratory environment. We employ a template-based natural language generation method to create textual explanations about the code quality, dependent on data from software metrics. The interactive document is enriched by different kinds of visualization, including parallel coordinates plots and scatterplots for data exploration and graphics embedded into text. We devise an interaction model that allows users to explore code quality with consistent linking between text and visualizations; through integrated explanatory text, users are taught background knowledge about code quality aspects. Our approach to interactive documents was developed in a design study process that included software engineering and visual analytics experts. Although the solution is specific to the software engineering scenario, we discuss how the concept could generalize to multivariate data and report lessons learned in a broader scope."
TVCG-2020-1.ris,TVCG,Vis,10.1109/TVCG.2019.2934557,JOUR,OntoPlot: A Novel Visualisation for Non-hierarchical Associations in Large Ontologies,IEEE Transactions on Visualization and Computer Graphics,1140,1150,2020,IEEE Transactions on Visualization and Computer Graphics,1,['2160-9306'],26,26,IEEE Transactions on Visualization and Computer Graphics,Jan. 2020,,https://doi.org/10.1109/TVCG.2019.2934557,"['Yang, Y.', 'Wybrow, M.', 'Li, Y.', 'Czauderna, T.', 'He, Y.']","[""Ontologies"", ""Visualization"", ""Drugs"", ""Task analysis"", ""Data visualization"", ""Tools"", ""Biology"", ""Ontology visualisation"", ""visual compression"", ""interactive exploration"", ""ontology associations""]","Ontologies are formal representations of concepts and complex relationships among them. They have been widely used to capture comprehensive domain knowledge in areas such as biology and medicine, where large and complex ontologies can contain hundreds of thousands of concepts. Especially due to the large size of ontologies, visualisation is useful for authoring, exploring and understanding their underlying data. Existing ontology visualisation tools generally focus on the hierarchical structure, giving much less emphasis to non-hierarchical associations. In this paper we present OntoPlot, a novel visualisation specifically designed to facilitate the exploration of all concept associations whilst still showing an ontology's large hierarchical structure. This hybrid visualisation combines icicle plots, visual compression techniques and interactivity, improving space-efficiency and reducing visual structural complexity. We conducted a user study with domain experts to evaluate the usability of OntoPlot, comparing it with the de facto ontology editor Protege. The results confirm that OntoPlot attains our design goals for association-related tasks and is strongly favoured by domain experts."
TVCG-2020-1.ris,TVCG,Vis,10.1109/TVCG.2019.2934537,JOUR,P5: Portable Progressive Parallel Processing Pipelines for Interactive Data Analysis and Visualization,IEEE Transactions on Visualization and Computer Graphics,1151,1160,2020,IEEE Transactions on Visualization and Computer Graphics,1,['2160-9306'],26,26,IEEE Transactions on Visualization and Computer Graphics,Jan. 2020,,https://doi.org/10.1109/TVCG.2019.2934537,"['Li, J. K.', 'Ma, K.']","[""Data visualization"", ""Graphics processing units"", ""Parallel processing"", ""Data analysis"", ""Grammar"", ""Libraries"", ""Big Data"", ""Information visualization"", ""progressive analytics"", ""visualization software"", ""GPU computing"", ""data exploration""]","We present P5, a web-based visualization toolkit that combines declarative visualization grammar and GPU computing for progressive data analysis and visualization. To interactively analyze and explore big data, progressive analytics and visualization methods have recently emerged. Progressive visualizations of incrementally refining results have the advantages of allowing users to steer the analysis process and make early decisions. P5 leverages declarative grammar for specifying visualization designs and exploits GPU computing to accelerate progressive data processing and rendering. The declarative specifications can be modified during progressive processing to create different visualizations for analyzing the intermediate results. To enable user interactions for progressive data analysis, P5 utilizes the GPU to automatically aggregate and index data based on declarative interaction specifications to facilitate effective interactive visualization. We demonstrate the effectiveness and usefulness of P5 through a variety of example applications and several performance benchmark tests."
TVCG-2020-1.ris,TVCG,Vis,10.1109/TVCG.2019.2934800,JOUR,RSATree: Distribution-Aware Data Representation of Large-Scale Tabular Datasets for Flexible Visual Query,IEEE Transactions on Visualization and Computer Graphics,1161,1171,2020,IEEE Transactions on Visualization and Computer Graphics,1,['2160-9306'],26,26,IEEE Transactions on Visualization and Computer Graphics,Jan. 2020,,https://doi.org/10.1109/TVCG.2019.2934800,"['Mei, H.', 'Chen, W.', 'Wei, Y.', 'Hu, Y.', 'Zhou, S.', 'Lin, B.', 'Zhao, Y.', 'Xia, J.']","[""Visualization"", ""Data visualization"", ""Aggregates"", ""Histograms"", ""Time factors"", ""Visual databases"", ""Social networking (online)"", ""Aggregate query"", ""visual query"", ""large-scale data visualization"", ""R-tree"", ""summed area table"", ""hashing""]","Analysts commonly investigate the data distributions derived from statistical aggregations of data that are represented by charts, such as histograms and binned scatterplots, to visualize and analyze a large-scale dataset. Aggregate queries are implicitly executed through such a process. Datasets are constantly extremely large; thus, the response time should be accelerated by calculating predefined data cubes. However, the queries are limited to the predefined binning schema of preprocessed data cubes. Such limitation hinders analysts' flexible adjustment of visual specifications to investigate the implicit patterns in the data effectively. Particularly, RSATree enables arbitrary queries and flexible binning strategies by leveraging three schemes, namely, an R-tree-based space partitioning scheme to catch the data distribution, a locality-sensitive hashing technique to achieve locality-preserving random access to data items, and a summed area table scheme to support interactive query of aggregated values with a linear computational complexity. This study presents and implements a web-based visual query system that supports visual specification, query, and exploration of large-scale tabular data with user-adjustable granularities. We demonstrate the efficiency and utility of our approach by performing various experiments on real-world datasets and analyzing time and space complexity."
TVCG-2020-1.ris,TVCG,Vis,10.1109/TVCG.2019.2934307,JOUR,GPGPU Linear Complexity t-SNE Optimization,IEEE Transactions on Visualization and Computer Graphics,1172,1181,2020,IEEE Transactions on Visualization and Computer Graphics,1,['2160-9306'],26,26,IEEE Transactions on Visualization and Computer Graphics,Jan. 2020,,https://doi.org/10.1109/TVCG.2019.2934307,"['Pezzotti, N.', 'Thijssen, J.', 'Mordvintsev, A.', 'Hollt, T.', 'Lew, B. Van', 'Lelieveldt, B. P. F.', 'Eisemann, E.', 'Vilanova, A.']","[""Minimization"", ""Linear programming"", ""Computational modeling"", ""Approximation algorithms"", ""Complexity theory"", ""Optimization"", ""Data visualization"", ""High Dimensional Data"", ""Dimensionality Reduction"", ""Progressive Visual Analytics"", ""Approximate Computation"", ""GPGPU""]","In recent years the t-distributed Stochastic Neighbor Embedding (t-SNE) algorithm has become one of the most used and insightful techniques for exploratory data analysis of high-dimensional data. It reveals clusters of high-dimensional data points at different scales while only requiring minimal tuning of its parameters. However, the computational complexity of the algorithm limits its application to relatively small datasets. To address this problem, several evolutions of t-SNE have been developed in recent years, mainly focusing on the scalability of the similarity computations between data points. However, these contributions are insufficient to achieve interactive rates when visualizing the evolution of the t-SNE embedding for large datasets. In this work, we present a novel approach to the minimization of the t-SNE objective function that heavily relies on graphics hardware and has linear computational complexity. Our technique decreases the computational cost of running t-SNE on datasets by orders of magnitude and retains or improves on the accuracy of past approximated techniques. We propose to approximate the repulsive forces between data points by splatting kernel textures for each data point. This approximation allows us to reformulate the t-SNE minimization problem as a series of tensor operations that can be efficiently executed on the graphics card. An efficient implementation of our technique is integrated and available for use in the widely used Google TensorFlow.js, and an open-source C++ library."
TVCG-2020-1.ris,TVCG,Vis,10.1109/TVCG.2019.2934667,JOUR,Galex: Exploring the Evolution and Intersection of Disciplines,IEEE Transactions on Visualization and Computer Graphics,1182,1192,2020,IEEE Transactions on Visualization and Computer Graphics,1,['2160-9306'],26,26,IEEE Transactions on Visualization and Computer Graphics,Jan. 2020,,https://doi.org/10.1109/TVCG.2019.2934667,"['Li, Z.', 'Zhang, C.', 'Jia, S.', 'Zhang, J.']","[""Data visualization"", ""Visualization"", ""Computer science"", ""Semantics"", ""Brushes"", ""Skeleton"", ""Data mining"", ""Science evolution"", ""science mapping"", ""interdisciplinary"", ""knowledge domain visualization"", ""visual analysis""]","Revealing the evolution of science and the intersections among its sub-fields is extremely important to understand the characteristics of disciplines, discover new topics, and predict the future. The current work focuses on either building the skeleton of science, lacking interaction, detailed exploration and interpretation or on the lower topic level, missing high-level macro-perspective. To fill this gap, we design and implement Galaxy Evolution Explorer (Galex), a hierarchical visual analysis system, in combination with advanced text mining technologies, that could help analysts to comprehend the evolution and intersection of one discipline rapidly. We divide Galex into three progressively fine-grained levels: discipline, area, and institution levels. The combination of interactions enables analysts to explore an arbitrary piece of history and an arbitrary part of the knowledge space of one discipline. Using a flexible spotlight component, analysts could freely select and quickly understand an exploration region. A tree metaphor allows analysts to perceive the expansion, decline, and intersection of topics intuitively. A synchronous spotlight interaction aids in comparing research contents among institutions easily. Three cases demonstrate the effectiveness of our system."
